acousticness,artists,danceability,duration_ms,duration_minutes,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
0.983,['Christian Leave'],0.608,1.36E+05,2.262,2.69E-01,0,6VrAgFXBbRX2PkT92lAoKK,1.96E-06,0,0.337,-7.201,1,Can't Help Falling in Love,67,7/1/2016,0.033,126.372,3.89E-01,2016
0.956,"['Teqkoi', 'Aiko']",0.451,1.03E+05,1.723,1.43E-01,0,3jZDWsoxRHzzp3DYV8qeXE,0.00E+00,3,0.195,-15.685,1,You Broke My Heart Again,74,10/13/2018,0.235,149.509,2.33E-01,2018
0.979,['Clairo'],0.509,1.76E+05,2.933,1.67E-02,0,3zksbXteOCeSusJ5Xltr3t,2.72E-05,9,0.387,-24.639,1,Bubble Gum,73,2/22/2019,0.115,207.97,2.29E-01,2019
0.959,['Enya'],0.165,1.69E+05,2.814,4.83E-02,0,0jVDUBHY2SziMS3MwhKBpJ,3.07E-01,9,0.072,-23.188,1,Deora Ar Mo Chroí,53,11/11/2000,0.041,136.752,6.85E-02,2000
0.978,"['Niccolò Paganini', 'Itzhak Perlman']",0.465,2.69E+05,4.481,1.28E-01,0,6cC6h5E351deEGFd7Kh9uy,2.71E-01,9,0.042,-17.628,0,"Paganini: 24 Caprices, Op. 1: No. 24 in A Minor (Tema con variazioni. Quasi presto)",56,2/1/2000,0.052,111.471,4.28E-01,2000
0.96,['Stephen Speaks'],0.57,2.19E+05,3.647,3.17E-01,0,2PkQeKapTNUjwpKLf8aJlq,6.59E-03,0,0.098,-10.055,1,Out of My League,65,9/4/2001,0.029,92.642,4.00E-01,2001
0.992,['Yiruma'],0.467,2.41E+05,4.009,1.24E-01,0,4zFRzp0Gi6FB6YMCZOwzW8,8.79E-01,1,0.091,-22.376,1,May Be,57,11/27/2001,0.051,111.942,1.21E-01,2001
0.96,"['Howard Shore', 'Isabel Bayrakdarian']",0.122,1.96E+05,3.26,4.07E-02,0,1TQKEwq4y9SkNciJuisE1m,8.47E-01,4,0.104,-26.194,0,Evenstar,57,12/2/2002,0.046,74.418,3.42E-02,2002
0.973,['Johnny Cash'],0.454,1.79E+05,2.977,2.65E-01,0,6SCgT1QDWcsnMusKYua9eE,9.52E-04,2,0.132,-12.079,1,We'll Meet Again,54,1/1/2002,0.05,94.298,2.55E-01,2002
0.995,"['Frédéric Chopin', 'Nikolai Lugansky']",0.398,3.48E+05,5.806,2.93E-03,0,4q8f3Ls32PcXE8Ks4V1ufx,9.22E-01,1,0.09,-29.481,1,"Chopin: 24 Preludes Op. 28: No. 15 in D-Flat Major, ""Raindrop""",57,3/1/2002,0.067,130.464,8.04E-02,2002
0.979,['Norah Jones'],0.442,1.88E+05,3.128,2.85E-02,0,03gk2zRwm8uUZDbyZJtPgh,5.28E-04,0,0.088,-17.434,1,The Nearness Of You,56,2/26/2002,0.041,106.162,1.97E-01,2002
0.978,"['Ennio Morricone', 'Yo-Yo Ma', 'Roma Sinfonietta']",0.161,1.92E+05,3.201,2.61E-01,0,4tZIHyRe46VpgRYMJWcqPO,9.02E-01,2,0.134,-13.907,1,The Mission: Gabriel's Oboe,56,2004,0.038,70.282,4.77E-02,2004
0.99,['Ludovico Einaudi'],0.084,2.06E+05,3.433,2.95E-02,0,3XgYgYBUCuaMOI0dsUMM75,8.81E-01,9,0.071,-31.578,0,Una mattina,56,2004,0.06,83.316,7.09E-02,2004
0.952,['The Black Keys'],0.404,2.95E+05,4.916,5.08E-01,0,7nl6fbpRrLAED8KR2pUgTp,8.07E-04,8,0.164,-5.893,0,The Lengths,51,2004,0.026,143.911,2.78E-01,2004
0.983,['Ludovico Einaudi'],0.251,3.24E+05,5.399,1.26E-01,0,3wG4INTm390F03HTVGHTC3,8.85E-01,2,0.092,-28.458,1,Le Onde,49,2004,0.059,120.929,4.67E-02,2004
0.97,['My Chemical Romance'],0.737,8.17E+04,1.361,3.99E-01,1,0Kt9sF46S7DFKrQOsXqidV,0.00E+00,4,0.196,-10.147,1,Blood - End Credits,55,6/24/2008,0.135,123.979,8.20E-01,2008
0.989,['Goldmund'],0.217,2.81E+05,4.685,5.72E-03,0,7hyAAjHZaDWSPDzlUYNUIa,9.25E-01,2,0.109,-30.767,1,Threnody,58,9/5/2008,0.039,85.279,1.74E-01,2008
0.99,"['Claude Debussy', 'Jean-Efflam Bavouzet']",0.294,2.44E+05,4.068,1.71E-02,0,1btSclzWM6mSKy0pFACPCZ,9.10E-01,4,0.085,-32.377,1,"2 Arabesques, L. 66: No. 1 in E Major",56,1/1/2008,0.038,137.906,6.39E-02,2008
0.958,['Bon Iver'],0.671,3.29E+05,5.488,1.47E-01,0,4cTD99OSLy19Uh2exKRQNa,7.79E-02,10,0.144,-18.626,1,Blindsided,54,2/19/2008,0.037,115.298,5.56E-02,2008
0.995,"['Erik Satie', 'Alexandre Tharaud']",0.594,2.04E+05,3.404,5.44E-03,0,4jep6dMPP0z7HrN375InoL,9.52E-01,7,0.081,-35.422,1,Première Gymnopédie,60,1/20/2009,0.07,76.497,3.14E-01,2009
0.993,['Jon Hopkins'],0,1.01E+05,1.682,8.34E-03,0,4TzRObrwZ4eDjdrXlNgJyR,9.36E-01,1,0.195,-23.201,1,Small Memory,51,5/5/2009,0,0,0.00E+00,2009
0.971,['C418'],0.771,2.04E+05,3.4,1.79E-01,0,4RROfcxQXFIwW0ugcZfdC4,8.21E-01,4,0.069,-16.702,0,Haggstrom,58,3/4/2011,0.064,112.018,3.74E-02,2011
0.962,['C418'],0.616,2.82E+05,4.692,2.84E-02,0,5fqjfiMOFapIb8uFcxBStH,1.11E-02,0,0.059,-17.645,1,Mice On Venus,58,3/4/2011,0.049,110.848,7.81E-02,2011
0.974,['Rockabye Lullaby'],0.397,2.93E+05,4.889,2.08E-01,0,0hibWCrRAyBldJVxUDvPpg,8.94E-01,2,0.104,-14.508,1,Go The Distnace - Hercules,59,4/26/2011,0.102,205.068,1.66E-01,2011
0.992,['C418'],0.578,6.85E+04,1.142,7.13E-03,0,1gNcPHAiVIQZmqJFJdt3ti,7.11E-01,6,0.104,-22.499,0,Dry Hands,57,3/4/2011,0.097,122.316,3.48E-01,2011
0.952,['Tom Odell'],0.455,1.95E+05,3.254,1.79E-01,0,1xVF9wZZ87uAz0bw6jT4sH,5.60E-04,1,0.106,-12.938,1,Heal,55,9/17/2013,0.039,73.698,1.20E-01,2013
0.952,['dandelion hands'],0.414,1.31E+05,2.179,2.45E-01,0,6ZLt6fyonW1xOGMBC9vJPJ,7.61E-01,7,0.104,-17.929,1,How To Never Stop Being Sad,58,1/1/2013,0.043,97.236,1.32E-01,2013
0.951,['Hans Zimmer'],0.168,1.27E+05,2.116,2.26E-01,0,3PrLXpTfUdi9iE1PA82sS3,9.83E-01,9,0.1,-16.457,0,Cornfield Chase,67,11/18/2014,0.042,94.103,4.77E-02,2014
0.981,['Sam Smith'],0.372,2.23E+05,3.724,2.47E-01,0,5vUNRJsvEOUsz4sbKkJpFr,2.23E-04,8,0.11,-8.706,1,Latch - Acoustic,67,11/6/2015,0.027,96.17,2.39E-01,2015
0.96,['The Noise Project'],0,1.61E+05,2.681,3.54E-02,0,4GVIKZW6a4q0we4Ebc1FdP,8.68E-03,2,0.092,-47.731,1,Big Fan Dulled,68,5/7/2017,0,0,0.00E+00,2017
0.963,['Ruth B.'],0.586,2.76E+05,4.601,1.28E-01,0,0zMzyHAeMvwq5CRstru1Fp,0.00E+00,7,0.086,-9.297,1,Lost Boy,70,5/5/2017,0.05,123.498,3.71E-01,2017
0.952,['Anson Seabra'],0.634,2.22E+05,3.692,1.53E-01,0,5dyihZecYMcEPq09Bk2OL2,0.00E+00,4,0.134,-14.409,1,Robin Hood,71,9/21/2018,0.062,77.77,3.18E-01,2018
0.979,['Fred Mollin'],0.239,1.68E+05,2.797,1.17E-01,0,2YQUYRT3aYLC3pVfSxVDEC,6.81E-01,0,0.234,-17.643,1,Brahms' Lullaby Intro / Twinkle Twinkle Little Star,46,8/8/2000,0.032,94,1.66E-01,2000
0.973,['Fred Mollin'],0.246,2.38E+05,3.958,1.20E-01,0,3bgL0rJAAOAVJxYzQ9TN8a,7.87E-01,7,0.086,-16.484,1,Brahms' Lullaby ( Someone To Watch Over Me ),46,8/8/2000,0.036,135.86,1.12E-01,2000
0.988,['Fred Mollin'],0.312,2.67E+05,4.448,1.34E-01,0,13uOsefjpWjGzSoZ6GBt7L,9.02E-01,0,0.113,-18.776,1,Stay Awake/Feed The Birds Medley,46,8/8/2000,0.036,182.262,1.96E-01,2000
0.971,['Teddy Wilson'],0.633,1.49E+05,2.485,1.20E-01,0,7hbpUZY7qsDPBe9X2juJEz,8.71E-01,5,0.121,-20.066,0,Fools Rush In,51,4/20/2000,0.043,115.51,4.56E-01,2000
0.974,['Chris Thomas King'],0.52,1.62E+05,2.707,2.04E-02,0,3rlPaBlRjyNKHzJsvKV6dP,8.12E-02,2,0.242,-25.37,0,Hard Time Killing Floor Blues,47,12/5/2000,0.041,92.717,3.67E-01,2000
0.983,['Rachel Portman'],0.18,1.88E+05,3.124,3.82E-02,0,1DdyioI2yXhLwR1pn5Hczk,1.41E-02,2,0.15,-22.028,0,Main Title,57,2001,0.045,69.897,5.93E-02,2001
0.991,"['Gabriel Fauré', 'Kun-Woo Paik']",0.35,1.67E+05,2.783,5.79E-03,0,4myyfMmDd7wTkgq8Ci7VfF,9.52E-01,8,0.132,-34.753,1,"Trois Romances sans paroles, Op.17: 3. Andante moderato",51,1/1/2001,0.038,65.447,1.52E-01,2001
0.974,"['Mary Costa', 'Bill Shirley', 'Chorus - Sleeping Beauty']",0.248,1.67E+05,2.784,2.37E-01,0,2urMIG2y7CsnH206CxykV0,4.30E-04,5,0.111,-14.186,1,"Once Upon a Dream - From ""Sleeping Beauty"" / Soundtrack Version",49,1/1/2001,0.033,85.141,2.08E-01,2001
0.975,['Philip Glass'],0.249,2.23E+05,3.721,2.79E-02,0,0XiMoe7Dh3CcF5sYNWIwYR,9.66E-01,7,0.103,-29.617,0,The Poet Acts,54,12/5/2002,0.039,84.122,3.70E-02,2002
0.971,['Keola Beamer'],0.576,1.77E+05,2.955,8.01E-02,0,5GkzttQpAANDySsUsbcjnk,8.31E-01,5,0.11,-21.919,1,Pua Līlīlehua,49,1/8/2002,0.044,133.856,1.54E-01,2002
0.984,['Nancy Sinatra'],0.356,1.60E+05,2.674,1.20E-01,0,1s2I9Q7zAE78m7aVZOq3ug,9.63E-02,5,0.111,-22.644,0,Bang Bang - My Baby Shot Me Down,58,9/23/2003,0.051,186.46,3.82E-01,2003
0.978,['Bob Crosby & The Bob Cats'],0.688,1.75E+05,2.914,1.98E-01,0,2Mqggm27ZkH3EyscmCDnIg,0.00E+00,3,0.078,-12.945,1,Way Back Home,52,2004,0.037,107.081,5.55E-01,2004
0.979,['Bob Crosby & The Bob Cats'],0.655,1.33E+05,2.219,2.78E-01,0,4hmKe6YigInvKIPFd1xT03,4.74E-05,5,0.276,-12.914,0,Dear Hearts And Gentle People,52,2004,0.034,92.995,8.59E-01,2004
0.954,"['Andrew Lloyd Webber', 'Gerard Butler', 'Jennifer Ellison', 'Emmy Rossum']",0.296,1.64E+05,2.728,4.01E-02,0,5o0xOQhYxr3KqYn4cRE6Ed,0.00E+00,10,0.134,-24.383,1,Angel Of Music,52,12/10/2004,0.043,101.583,2.88E-01,2004
0.954,['John Williams'],0.212,2.34E+05,3.901,4.43E-02,0,1PPTlPJqKuL0fdoTmzwXJy,5.37E-01,9,0.1,-24.6,0,A Window to the Past,56,5/25/2004,0.043,106.632,1.39E-01,2004
0.969,['Jean-Yves Thibaudet'],0.296,1.15E+05,1.919,2.13E-02,0,5YArnxq4lg8JYw7baZQnuE,7.47E-01,10,0.087,-30.051,1,"The Secret Life Of Daydreams - From ""Pride & Prejudice"" Soundtrack",49,1/1/2005,0.035,70.532,1.74E-01,2005
0.973,['Brian Crain'],0.216,2.45E+05,4.083,2.26E-01,0,3JkDhCmTQqMe2MJli79ZEz,8.72E-01,7,0.108,-14.616,1,Song for Sienna,56,1/1/2006,0.033,91.06,1.68E-01,2006
0.981,['Emile Pandolfi'],0.239,2.52E+05,4.204,1.73E-01,0,2PCTrOWob0vs0io6pfGOYS,9.29E-01,11,0.16,-19.353,0,Once Upon a December (from Anastasia),54,3/6/2006,0.036,73.205,1.31E-01,2006
0.956,['Chris Rice'],0.358,2.94E+05,4.9,1.37E-01,0,2YtsgFOv3e2oAPvGg5iLBb,2.13E-05,10,0.117,-14.049,1,How Great Thou Art,49,10/2/2007,0.033,129.252,3.79E-01,2007
0.977,['Little Dragon'],0.394,1.86E+05,3.103,1.97E-01,0,49Su9fsYwmnnuJSyxj48kL,1.39E-02,2,0.072,-11.719,0,Twice,55,8/27/2007,0.035,136.12,2.28E-01,2007
0.992,['Philip Wesley'],0.429,4.00E+05,6.661,9.97E-02,0,4eoDPVbSx04PlypRDwjsXk,9.02E-01,0,0.115,-23.883,1,The Approaching Night,57,1/1/2008,0.043,93.229,8.04E-02,2008
0.994,['Goldmund'],0.202,2.20E+05,3.67,2.59E-03,0,5G9rra29bm2HtXcyDtRf1y,9.52E-01,6,0.12,-37.124,1,Finding It There,55,9/5/2008,0.043,120.734,3.64E-02,2008
0.993,['Nils Frahm'],0.409,2.27E+05,3.786,5.23E-02,0,25zykbJGBYXYjnq5VyhO3N,9.43E-01,1,0.117,-25.613,1,Ambre,61,12/7/2009,0.034,145.833,3.44E-01,2009
0.976,['Twenty One Pilots'],0.363,2.33E+05,3.883,1.35E-01,0,4izhmF4sQgGemZpLC68bC5,2.65E-04,7,0.107,-11.166,0,Before You Start Your Day,55,12/29/2009,0.029,98.45,1.95E-01,2009
0.979,['Sacred Earth'],0.061,4.86E+05,8.107,1.70E-02,0,6XYGQXaMxYjUA3R5EBx4Jc,9.74E-01,0,0.091,-25.783,1,Breathing Space,58,6/11/2010,0.05,62.232,3.07E-02,2010
0.99,['Bon Iver'],0.31,2.99E+05,4.976,1.45E-01,0,3g9mw4A8vdljOKgwrit88g,2.75E-01,0,0.076,-19.276,1,Wash.,55,6/21/2011,0.03,162.808,3.23E-01,2011
0.964,['James Vincent McMorrow'],0.373,2.15E+05,3.58,1.14E-01,0,3rocTBn0NsGrVAHGOZNzH5,4.98E-04,5,0.111,-17.951,1,Higher Love,54,2/21/2012,0.048,127.545,1.73E-01,2012
0.985,['Deep Inside'],0.202,1.44E+05,2.391,2.30E-03,0,27yrt4ZgZ9ipfbndTyTwsV,9.64E-01,1,0.118,-30.487,1,Painting The Horizon,62,3/4/2014,0.037,71.601,4.41E-02,2014
0.994,['Otto Totland'],0.333,1.56E+05,2.598,6.34E-02,0,3SsXxuvEu20CnDg7LUNFDY,9.27E-01,3,0.136,-26.645,0,Solêr,61,1/31/2014,0.052,168.232,4.50E-01,2014
0.987,['Sufjan Stevens'],0.519,2.84E+05,4.736,1.45E-01,0,6Rt6KwuF7I8ZkdZG2G0bYr,6.43E-02,3,0.108,-19.581,1,The Only Thing,66,3/31/2015,0.039,158.975,4.87E-01,2015
0.995,['Max Richter'],0.214,1.53E+05,2.552,1.44E-03,0,3FVy3aVs0TFzLv6FEiLqC2,9.68E-01,6,0.1,-39.869,1,Dream 1 (before the wind blows it all away) - Pt. 1,64,2015,0.049,72.046,8.66E-02,2015
0.994,['Gigi Masin'],0.071,3.47E+05,5.777,5.60E-02,0,1ctAfEIMwYk7KRfoNuSEFN,9.44E-01,9,0.096,-31.309,0,The City Lights - Original Mix,59,4/16/2015,0.039,75.968,1.24E-01,2015
0.979,['Sufjan Stevens'],0.571,3.08E+05,5.128,1.72E-01,0,5I6y1KWmUoV5YCaIEcs1qs,2.75E-01,7,0.124,-20.7,1,Should Have Known Better,65,3/31/2015,0.032,90.972,2.97E-01,2015
0.983,['Frank Ocean'],0.513,6.68E+04,1.113,1.31E-01,0,2JUqYobT8NvARdPmc4ES2x,4.14E-03,0,0.12,-12.787,1,Good Guy,63,8/20/2016,0.467,105.808,8.14E-01,2016
0.964,['Joji'],0.577,1.26E+05,2.105,3.87E-01,1,435yU2MvEGfDdmbH0noWZ0,7.05E-01,7,0.208,-8.607,1,worldstar money (interlude),66,11/3/2017,0.274,146.565,4.59E-01,2017
0.965,['Natural Sample Makers'],0.191,3.00E+05,4.992,9.97E-01,0,7CyWL6xqJguZUnYFl4H1dy,7.63E-01,3,0.96,-18.39,1,Rain Gutter,67,5/5/2017,0.041,91.411,1.00E-05,2017
0.991,['Moux'],0.574,1.60E+05,2.669,5.77E-02,0,2XeZi7qwChzLOt32tsoPXV,9.12E-01,3,0.111,-22.165,0,Gaze,70,1/6/2017,0.039,140.994,8.49E-02,2017
0.96,['Sofia Mills'],0.848,1.62E+05,2.7,1.12E-01,0,2I9zHCCeKJRKMgJ6UJFN9W,0.00E+00,11,0.105,-18.049,0,Coffee Breath,70,3/8/2018,0.052,101.245,1.55E-01,2018
0.985,['Bad Bunny'],0.749,1.54E+05,2.565,4.18E-01,1,68QcquxCS39cQGTsRrJWIR,1.26E-04,9,0.083,-7.925,0,Amorfoda,74,2/15/2018,0.059,147.887,3.07E-01,2018
0.957,['High Altitude Samples'],0.056,1.72E+05,2.862,3.38E-01,0,0KByxc2bldSo9PtAQQnipz,1.00E+00,10,0.112,-31.434,0,Cabin Back Noise,71,11/15/2018,0.104,58.227,2.12E-02,2018
0.976,['XXXTENTACION'],0.356,9.97E+04,1.661,1.43E-01,0,16x9bQHw8TBNaGDyULvwad,1.89E-05,9,0.111,-15.148,1,before I close my eyes,70,3/16/2018,0.039,75.522,3.34E-01,2018
0.955,['Sleeping At Last'],0.415,2.56E+05,4.272,1.04E-01,0,4g2WiijzSKzH8PApKDbadN,3.79E-06,0,0.104,-11.83,1,Touch,72,11/1/2019,0.043,82.006,1.80E-01,2019
0.982,['Frank Ocean'],0.35,2.02E+05,3.37,1.20E-01,0,72794Eag03xdy7TO0KNuid,2.89E-04,3,0.103,-11.104,0,Cayendo (Side A - Acoustic),72,4/3/2020,0.039,68.995,1.21E-01,2020
0.97,['Fred Mollin'],0.289,1.84E+05,3.067,1.33E-01,0,1AieZp5vImnCvbUapUyoFG,4.21E-01,8,0.103,-18.778,1,House at Pooh Corner,45,8/8/2000,0.034,174.667,1.68E-01,2000
0.96,['Ralph Stanley'],0.568,2.00E+05,3.327,1.75E-02,0,16jWQYb9YpzdaOLG8DeHOB,0.00E+00,8,0.197,-17.732,1,O Death,46,12/5/2000,0.118,111.405,5.02E-01,2000
0.968,['Fred Mollin'],0.238,1.38E+05,2.298,1.42E-01,0,2EcTJUGL3Tj3MsAon57vpQ,9.23E-01,5,0.089,-18.397,1,When You Wish Upon a Star,45,8/8/2000,0.035,81.776,9.63E-02,2000
0.976,['Fred Mollin'],0.33,2.09E+05,3.49,1.30E-01,0,7LzTw8OiYmhtInORp4LOMi,9.19E-01,2,0.13,-17.083,1,Beautiful Dreamer,44,8/8/2000,0.033,177.417,3.11E-01,2000
0.992,['Yiruma'],0.411,2.46E+05,4.093,2.55E-01,0,09tcNodxNOS460XobDFFBV,9.32E-01,5,0.089,-21.675,1,Love Me,55,11/27/2001,0.059,76.991,2.57E-01,2001
0.988,['Yann Tiersen'],0.194,1.59E+05,2.644,1.79E-01,0,78IQDW7yyMzJavHiWqfBWR,8.60E-01,9,0.082,-16.836,0,La Valse d'Amélie - Version piano,45,4/23/2001,0.041,177.667,1.79E-01,2001
0.982,['Howard Shore'],0.062,1.85E+05,3.09,1.00E-01,0,0VfcYOujgf9JDAgwlgu1qm,9.34E-01,0,0.116,-20.607,1,Many Meetings,53,11/19/2001,0.046,64.791,3.59E-02,2001
0.977,"['Jan Ekedahl', 'Anonymous', 'Mats Bergström']",0.387,1.90E+05,3.158,9.16E-02,0,3VGv4FgBouhRvccu9fvkL4,9.22E-01,2,0.096,-21.304,1,Snon ar kristalle: Snön är kristaller (Arr. For guitar),50,1/1/2001,0.04,128.97,3.41E-01,2001
0.984,"['Dmitri Shostakovich', 'Russian State Symphony Orchestra', 'Dmitry Yablonsky']",0.322,1.94E+05,3.227,1.84E-01,0,0pjCsB0XNSyqM9UazlTODC,9.02E-01,0,0.081,-18.312,0,Jazz Suite No. 2: VI. Waltz 2,57,4/15/2002,0.034,107.847,3.56E-01,2002
0.954,['Raffi'],0.702,8.84E+04,1.473,5.21E-02,0,2HSwhGCgp8lac98wc8gkCI,9.67E-05,4,0.116,-14.354,1,Eensy Weensy Spider,44,1/1/2002,0.092,80.147,5.58E-01,2002
0.972,"['Franz Liszt', 'YUNDI']",0.296,2.82E+05,4.7,2.32E-01,0,7x7WWeEqIKIPPRCmcYexeV,7.85E-01,8,0.098,-20.553,0,"Grandes études de Paganini, S141: No.3 In G Sharp Minor - ""La Campanella""",51,1/1/2003,0.035,96.227,3.93E-01,2003
0.962,"['Hubert Clifford', 'BBC Philharmonic', 'Martyn Brabbins']",0.192,2.57E+05,4.284,6.18E-03,0,7MAE52QGDf9UmlPg3uHNwx,9.58E-01,10,0.105,-37.633,1,5 English Nursery Tunes: IV. Curly Locks: Andantino,49,1/1/2003,0.042,79.285,5.74E-02,2003
0.994,"['Wolfgang Amadeus Mozart', 'Alfred Brendel']",0.382,3.17E+05,5.278,4.99E-02,0,7IHEJdJhju1F2rhIiwgawx,9.06E-01,2,0.109,-25.262,1,"Fantasia in D Minor, K.397",55,1/1/2003,0.055,125.903,7.79E-02,2003
0.996,"['Georges Bizet', 'Katia Labèque', 'Marielle Labèque']",0.523,1.42E+05,2.363,7.43E-03,0,39bzKYAYfHRtK32nEnQilM,9.01E-01,11,0.105,-37.501,1,"Jeux d'enfants, Op.22 WD 56: 3. La poupée",46,1/1/2003,0.052,66.46,2.68E-01,2003
0.972,['Shantala'],0.234,5.15E+05,8.588,1.65E-01,0,5jKP2lzcDtcSOBznwPYTIh,1.38E-02,7,0.096,-16.694,1,Purnamadah,58,1/1/2003,0.041,205.405,1.02E-01,2003
0.958,['Air'],0.525,2.91E+05,4.85,3.66E-01,0,40UlFC0dIxv7lAEJaPZLnm,7.51E-01,0,0.137,-16.488,1,Alone in Kyoto,57,1/26/2004,0.072,179.956,7.85E-02,2004
0.986,['Bob Crosby & The Bob Cats'],0.426,1.66E+05,2.762,8.23E-02,0,7EYea5rkgYsjMwm6gwmobx,7.87E-02,9,0.204,-16.24,0,Happy Times—from 1949 show “Inspector General”,49,2004,0.032,92.165,3.00E-01,2004
0.991,"[""Dustin O'Halloran""]",0.427,4.33E+05,7.222,6.00E-02,0,7927IbXHiYrlZkAikPsi3X,9.38E-01,5,0.091,-19.714,0,Opus 20,46,9/13/2004,0.046,135.54,3.84E-02,2004
0.963,['Enya'],0.28,2.41E+05,4.021,1.49E-01,0,0KXpgyL7L8xIpotzpWoUOo,6.56E-03,5,0.094,-15.929,1,If I Could Be Where You Are,57,11/21/2005,0.043,111.902,6.06E-02,2005
0.964,['Jean-Yves Thibaudet'],0.178,1.19E+05,1.983,1.35E-02,0,6z0QmvSHYCXkv0OozRxBL5,9.20E-01,7,0.116,-28.203,1,"Stars and Butterflies - From ""Pride & Prejudice"" Soundtrack",48,1/1/2005,0.046,47.37,3.92E-02,2005
0.98,"['English Chamber Orchestra', 'Benjamin Wallfisch']",0.07,1.81E+05,3.018,1.32E-02,0,224kUkE8bXyMc7oAN2NGlk,6.34E-01,3,0.072,-28.395,1,"The Living Sculptures Of Pemberley - From ""Pride & Prejudice"" Soundtrack",48,1/1/2005,0.04,75.221,3.40E-02,2005
0.972,['Gorillaz'],0.405,1.32E+05,2.198,4.13E-01,0,4hjGZN8poACfjWCK3Og6vY,5.00E-04,2,0.156,-10.384,1,Don't Get Lost in Heaven,53,5/23/2005,0.034,124.982,4.00E-01,2005
0.951,['Jodi Benson'],0.266,1.38E+05,2.298,2.01E-01,0,1YzCSIwQ1wlchlqoRrAh1c,3.70E-02,5,0.093,-14.947,1,"Part of Your World (Reprise) - From ""The Little Mermaid"" / Soundtrack Version",50,1/1/2006,0.039,76.495,1.19E-01,2006
0.972,['My Chemical Romance'],0.739,1.74E+05,2.892,4.05E-01,1,1rNSLiEFpAF4amVhkzfTUG,0.00E+00,4,0.07,-10.524,1,Blood - Hidden Track,52,10/23/2006,0.107,123.497,8.27E-01,2006
0.977,['Peggy Lee'],0.185,9.68E+04,1.613,8.93E-02,0,3Fou4O94pyR80OxdSj3pI8,7.73E-03,1,0.113,-20.396,1,La La Lu,50,1/1/2006,0.044,79.123,2.58E-01,2006
0.968,"[""Martin O'Donnell"", 'Michael Salvatori']",0.096,1.88E+05,3.128,7.24E-02,0,6vlZ1ZsvIzve8JQ9satGSM,8.70E-01,3,0.101,-22.319,1,Never Forget,53,11/20/2007,0.038,85.743,3.84E-02,2007
0.995,"['Felix Mendelssohn', 'Bertrand Chamayou']",0.262,1.20E+05,2,8.68E-02,0,1AECmtHp67qzmTyBUQEJN0,8.97E-01,6,0.079,-26.318,0,"Songs Without Words, Book VI Opus 67: No. 2 in F-Sharp Minor",53,5/6/2008,0.044,68.904,5.03E-01,2008
0.975,['Panic! At The Disco'],0.393,1.16E+05,1.936,4.82E-01,0,4E1R0vG10ed0wDhjn09kTG,5.80E-05,9,0.365,-12.535,1,I Have Friends in Holy Spaces,47,3/21/2008,0.367,99.731,5.41E-01,2008
0.991,"['Frédéric Chopin', 'Alexandre Tharaud']",0.416,1.31E+05,2.187,1.64E-02,0,5XfmcJMAaifjRrIdLaXVLm,8.66E-01,5,0.116,-25.933,1,"24 Préludes, Op. 28: No.4 in E minor - Largo",57,2/8/2008,0.048,110.635,3.65E-02,2008
0.981,['Enya'],0.151,2.10E+05,3.495,1.72E-01,0,0zvv76DEro0MMox8eLbK7D,2.38E-02,9,0.133,-17.018,1,May It Be,49,12/1/2009,0.038,81.397,1.03E-01,2009
0.995,['Bedtime Baby'],0.551,8.19E+04,1.365,1.87E-02,0,0Mq8zDfYjuCAtso3a73TxN,9.64E-01,0,0.141,-18.258,1,"Twinkle, Twinkle Little Star",52,12/1/2009,0.157,133.782,6.03E-01,2009
0.987,['Bedtime Baby'],0.448,9.29E+04,1.548,8.83E-02,0,1nQOgYZWJzYsFdPvt9A7DP,9.01E-01,0,0.11,-17.546,1,Brahms' Lullaby,58,12/1/2009,0.084,176.525,5.25E-01,2009
0.99,"['Frank Bridge', 'Enikő Magyar', 'Tadashi Imai']",0.088,2.14E+05,3.568,6.26E-03,0,6tWg05l8fgCms52XX9qI2C,9.20E-01,10,0.076,-35.154,1,Berceuse (Arr. For viola and piano),52,11/17/2009,0.041,83.771,1.23E-01,2009
0.992,"['Frédéric Chopin', 'Brigitte Engerer']",0.272,2.40E+05,4,3.97E-03,0,0bcGY7mfG10QfeaDbz97hC,9.00E-01,1,0.076,-31.601,0,"Nocturne, Op. posth. in C-Sharp Minor: Lento",61,6/22/2010,0.048,72.059,1.90E-01,2010
0.993,"['Claude Debussy', 'James Rhodes']",0.367,3.58E+05,5.961,1.90E-02,0,5VXqnaVDKEFazcDt57pcVY,9.14E-01,1,0.07,-28.121,1,Debussy : Suite bergamasque : III Clair de lune,58,12/10/2010,0.054,169.443,3.91E-02,2010
0.953,['Adele'],0.411,2.28E+05,3.804,2.67E-01,0,6jL1DEdjmOa27inIgU088B,0.00E+00,0,0.167,-8.484,1,Take It All,55,1/19/2011,0.031,137.801,3.03E-01,2011
0.982,['C418'],0.145,1.92E+05,3.196,6.38E-03,0,4o0YiMA52IzmOn5yIdIhu5,8.53E-01,9,0.073,-23.366,0,Clark,56,3/4/2011,0.042,79.396,3.95E-02,2011
