id,country,managed_by,fulfill_via,vendor_inco_term,shipment_mode,late_delivery,late,product_group,sub_classification,vendor,item_description,molecule_test_type,brand,dosage,dosage_form,unit_of_measure_per_pack,line_item_quantity,line_item_value,pack_price,unit_price,manufacturing_site,first_line_designation,weight_kilograms,freight_cost_usd,freight_cost_groups,line_item_insurance_usd
63355,Ghana,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,3393,7.40E+04,21.8,0.18,"Aurobindo Unit III, India",Yes,901,7326.63,expensive,76.04
7984,Haiti,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,N/A,Test kit,100,60,1.05E+04,175,1.75,Not Applicable,Yes,40,749.96,reasonable,NaN
16794,Rwanda,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,9690,1.46E+04,1.51,0.01,"Aurobindo Unit III, India",Yes,3790,66260.33,expensive,15.04
8648,Nigeria,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20,10594,2.86E+05,27,1.35,Chembio Diagnostics Sys. Inc.,Yes,3039,24025.77,expensive,560.63
5249,Vietnam,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 133.3/33.3mg [Kaletra], capsules, cool, 2 x 90 Caps",Lopinavir/Ritonavir,Kaletra,133.3/33.3mg,Capsule,180,198,3.58E+04,180.82,1,ABBVIE (Abbott) St. P'burg USA,Yes,389,7286.16,expensive,NaN
22196,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MICRO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,21000,6.26E+04,2.98,0.1,"Micro labs, Verna, Goa, India",Yes,3244,6195.84,expensive,64.33
25293,Rwanda,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,34464,3.10E+05,9,0.15,Mylan (formerly Matrix) Nashik,Yes,2768,29603.24,expensive,607.94
19250,Cote d'Ivoire,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,50mg,Chewable/dispersible tablet,60,4245,4.03E+04,9.5,0.16,"BMS Meymac, France",Yes,833,1134.5,reasonable,86.95
81888,Nigeria,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,9363,8.33E+05,89,0.89,"Alere Medical Co., Ltd.",Yes,3800,58592.54,expensive,1030.8
77952,Rwanda,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,N/A,Test kit,1,5994,1.47E+05,24.5,24.5,"KHB Test Kit Facility, Shanghai China",Yes,3996,53102.22,expensive,150.96
1628,Zambia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,6040,1.93E+05,32,1.6,"Trinity Biotech, Plc",Yes,2052,24689,expensive,309.25
2503,Kenya,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,4995,1.60E+05,32,1.6,"Trinity Biotech, Plc",Yes,4995,275,reasonable,313.29
46170,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,19836,1.67E+05,8.42,0.14,"Aurobindo Unit III, India",Yes,1820,698,reasonable,275.58
16805,Uganda,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak Dipstick Assay Kit, 30 Tests","HIV 1/2, Stat-Pak Dipstick Assay Kit",Stat-Pak,N/A,Test kit,30,1458,4.02E+04,27.6,0.92,Chembio Diagnostics Sys. Inc.,Yes,158,3824.96,reasonable,49.78
44816,Nigeria,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,6158,5.48E+05,89,0.89,"Alere Medical Co., Ltd.",Yes,2493,31090.27,expensive,563.41
7469,Ethiopia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,N/A,Test kit,1,3510,8.07E+04,23,23,"KHB Test Kit Facility, Shanghai China",Yes,2535,23035.69,expensive,158.23
10406,Nigeria,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,6393,5.11E+05,80,0.8,Inverness Japan,Yes,1920,30697.91,expensive,1002.42
68577,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,1505,1.20E+05,80,0.8,"Alere Medical Co., Ltd.",Yes,746,13037.01,expensive,168.8
75671,Haiti,PMO - US,Direct Drop,EXW,Ocean,0,No,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,2688,4.19E+03,1.56,0.05,"Aurobindo Unit III, India",Yes,154,2520.54,reasonable,5.19
78985,Zambia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,2282,1.64E+05,72,0.72,Inverness Japan,Yes,1106,16793.45,expensive,322.04
77413,Zambia,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,34165,7.69E+04,2.25,0.04,"Aurobindo Unit III, India",Yes,3503,19461.76,expensive,79.02
13027,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,5300,1.86E+04,3.5,0.12,Hetero Unit III Hyderabad IN,Yes,2922,5616.02,expensive,19.07
69528,Nigeria,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,2744,2.44E+05,89,0.89,"Alere Medical Co., Ltd.",Yes,1303,28734.43,expensive,342.39
37963,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,1556,4.05E+03,2.6,0.04,Mylan (formerly Matrix) Nashik,Yes,2113,10784.69,expensive,6.68
1861,Rwanda,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,N/A,Test kit,100,340,4.73E+04,139,1.39,"Trinity Biotech, Plc",Yes,234,5446.06,expensive,75.62
27777,Ethiopia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,N/A,Test kit,1,1362,3.34E+04,24.5,24.5,"KHB Test Kit Facility, Shanghai China",Yes,950,8859.91,expensive,46.78
32316,Sudan,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,N/A,Test kit - Ancillary,100,2,1.60E+01,8,0.08,"Alere Medical Co., Ltd.",Yes,2,885.49,reasonable,0.03
6671,Cote d'Ivoire,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"#102198**Didanosine 200mg [Videx], tablets, 60 Tabs",Didanosine,Videx,200mg,Tablet,60,5721,1.46E+05,25.5,0.42,"BMS Meymac, France",Yes,1232,NaN,None,233.42
4594,Guyana,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,1062,3.40E+04,32,1.6,"Trinity Biotech, Plc",Yes,1062,3976.33,reasonable,54.37
6724,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Pediatric,Aurobindo Pharma Limited,"Didanosine 100mg, chewable/dispersible tablets, 60 Tabs",Didanosine,Generic,100mg,Chewable/dispersible tablet,60,1200,9.30E+03,7.75,0.13,"Aurobindo Unit III, India",Yes,249,3719.91,reasonable,14.88
19289,Haiti,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,646,1.25E+04,19.32,0.16,ABBVIE Ludwigshafen Germany,Yes,166,737.11,reasonable,15.44
13708,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,32,1.02E+03,32,1.6,"Trinity Biotech, Plc",Yes,54,2734.02,reasonable,1.05
60104,Cote d'Ivoire,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Adult,GLAXOSMITHKLINE EXPORT LIMITED,"Abacavir/Lamivudine/Zidovudine 300/150/300mg [Trizivir], tablets, 60 Tabs",Abacavir/Lamivudine/Zidovudine,Trizivir,300/150/300mg,Tablet - FDC,60,4640,2.49E+05,53.71,0.9,GSK Ware (UK),Yes,685,1807.36,reasonable,488.46
38312,Uganda,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,Norvir,100mg,Capsule,336,21,8.06E+02,38.36,0.11,ABBVIE (Abbott) Logis. UK,Yes,58,776.62,reasonable,1.58
45977,Tanzania,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,20172,1.10E+05,5.43,0.09,"Aurobindo Unit III, India",Yes,1104,5765.11,expensive,135.49
23718,Botswana,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test - Ancillary,"Trinity Biotech, Plc","#109436**HIV 1, Uni-Gold Recombigen HIV Control, Vial 2 x 0.5 ml","HIV 1, Uni-Gold Recombigen HIV Control, Vial 2 x 0.5 ml",Uni-Gold,N/A,Test kit - Ancillary,2,15,4.65E+02,31,15.5,"Trinity Biotech, Plc",Yes,1,599.73,reasonable,1
14348,Nigeria,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,2044,1.82E+05,89,0.89,Inverness Japan,Yes,976,26014.88,expensive,300.16
1956,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,8400,8.56E+04,10.19,0.34,Mylan (formerly Matrix) Nashik,Yes,613,3247.73,reasonable,167.77
438,Vietnam,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,25mg,Chewable/dispersible tablet,60,400,2.80E+03,7,0.12,"BMS Meymac, France",Yes,81,2211.05,reasonable,4.48
34010,Uganda,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,EMCURE PHARMACEUTICALS LTD,"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Atazanavir/Ritonavir,Generic,300/100mg,Tablet,30,1000,1.80E+04,18,0.6,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,132,1329.99,reasonable,21.19
34769,Uganda,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20,6200,1.92E+05,31,1.55,Chembio Diagnostics Sys. Inc.,Yes,2328,13456.05,expensive,226.22
21044,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,1652,1.07E+04,6.49,0.11,Mylan (formerly Matrix) Nashik,Yes,146,746.89,reasonable,13.26
40484,Kenya,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,8563,7.62E+05,89,0.89,Inverness Japan,Yes,1474,15687.32,expensive,1643.1
59991,Zambia,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,100000,7.35E+05,7.35,0.24,"Aurobindo Unit III, India",Yes,9390,45118.64,expensive,1030.47
45149,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 250mg, delayed-release capsules, 30 Caps",Didanosine,Generic,250mg,Delayed-release capsules,30,300,3.90E+03,13,0.43,"Aurobindo Unit III, India",Yes,21,3657.69,reasonable,8.41
47853,Tanzania,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100,2024,1.42E+05,70,0.7,Inverness Japan,Yes,461,6923.2,expensive,277.69
8017,Haiti,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,1000,8.00E+04,80,0.8,ABBVIE GmbH & Co.KG Wiesbaden,Yes,343,2802.42,reasonable,NaN
68735,Tanzania,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25,10000,2.00E+05,20,0.8,"Standard Diagnostics, Korea",Yes,3334,22086.15,expensive,330
56550,Tanzania,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,Norvir,100mg,Capsule,336,645,2.47E+04,38.36,0.11,ABBVIE (Abbott) Logis. UK,Yes,1210,7015.04,expensive,48.49
74930,Zambia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,2898,2.09E+05,72,0.72,Inverness Japan,Yes,1409,21714.68,expensive,408.97
73211,Uganda,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",Ritonavir,Norvir,100mg,Tablet,60,210,1.44E+03,6.85,0.11,ABBVIE Ludwigshafen Germany,Yes,32,852.02,reasonable,1.78
9585,Mozambique,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,5300,1.70E+05,32,1.6,"Trinity Biotech, Plc",Yes,1796,32437.45,expensive,271.36
7398,Cote d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,N/A,Test kit,40,603,4.58E+04,76,1.9,Bio-Rad Laboratories,Yes,679,9698.22,expensive,89.82
25844,Tanzania,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,1130,9.04E+04,80,0.8,"Alere Medical Co., Ltd.",Yes,537,10626.8,expensive,126.74
68572,Tanzania,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Atazanavir/Ritonavir,Generic,300/100mg,Tablet,30,10565,2.11E+05,20,0.67,Mylan (formerly Matrix) Nashik,Yes,1412,6758.01,expensive,217.22
78949,Zimbabwe,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,1915,1.38E+05,72,0.72,Inverness Japan,Yes,967,18212.87,expensive,297.27
54465,Mozambique,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,2928,2.34E+05,80,0.8,"Alere Medical Co., Ltd.",Yes,1325,13303.36,expensive,289.75
32953,Rwanda,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Abacavir/Lamivudine 600/300mg, tablets, 30 Tabs",Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,30,40705,5.49E+05,13.49,0.45,Mylan (formerly Matrix) Nashik,Yes,3948,24035.49,expensive,679.25
62935,Rwanda,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,252,7.77E+03,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,316,2905.84,reasonable,9.14
139,Tanzania,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25,10000,2.00E+05,20,0.8,"Standard Diagnostics, Korea",Yes,3335,28461.1,expensive,320
37379,Haiti,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Pediatric,CIPLA LIMITED,"Abacavir 60mg, dispersible tablets, 60 Tabs",Abacavir,Generic,60mg,Chewable/dispersible tablet,60,741,3.71E+03,5,0.08,"Cipla, Patalganga, India",Yes,66,1572.92,reasonable,4.58
80616,Cote d'Ivoire,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,9517,3.21E+05,33.7,0.28,ABBVIE Ludwigshafen Germany,Yes,2368,17068.85,expensive,529.19
35043,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,18880,1.98E+05,10.5,0.35,Hetero Unit III Hyderabad IN,Yes,2452,3691.22,reasonable,203.79
37177,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,66793,4.88E+05,7.3,0.12,"Aurobindo Unit III, India",Yes,3458,3787.72,reasonable,804.52
23584,Uganda,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Indinavir 400mg [Crixivan], capsules, 180 Caps",Indinavir,Crixivan,400mg,Capsule,180,48,2.40E+03,50,0.28,"MSD, Haarlem, NL",Yes,11,48,reasonable,4.7
50730,Haiti,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Pediatric,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,25mg,Chewable/dispersible tablet,60,120,8.40E+02,7,0.12,Bristol-Myers Squibb Anagni IT,Yes,26,575.17,reasonable,1.18
13555,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,13000,1.05E+05,8.1,0.13,Mylan (formerly Matrix) Nashik,Yes,2672,2504.64,reasonable,108.25
62433,Mozambique,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,4200,1.34E+05,32,1.6,"Trinity Biotech, Plc",Yes,1650,23167.84,expensive,263.42
24051,Tanzania,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, (no accessories), 30 Tests","HIV 1/2, Bioline 3.0 Kit (no accessories)",Bioline,N/A,Test kit,30,9720,2.33E+05,24,0.8,"Standard Diagnostics, Korea",Yes,3240,36096.76,expensive,457.23
42295,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,5280,5.54E+04,10.5,0.35,Hetero Unit III Hyderabad IN,Yes,1570,2690.2,reasonable,56.99
63289,Cameroon,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,5000,4.00E+05,80,0.8,"Alere Medical Co., Ltd.",Yes,1238,46044.38,expensive,494.8
51233,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,9400,1.69E+04,1.8,0.03,Hetero Unit III Hyderabad IN,Yes,1030,1593.67,reasonable,19.91
37924,Tanzania,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,369,1.18E+04,32,1.6,"Trinity Biotech, Plc",Yes,113,1661.01,reasonable,12.14
28928,South Africa,PMO - US,Direct Drop,DDP,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,40319,2.79E+05,6.91,0.23,"Aurobindo Unit III, India",Yes,3545,5953.38,expensive,600.67
3674,Rwanda,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100,386,2.70E+04,70,0.7,Inverness Japan,Yes,88,3936.25,reasonable,52.96
