Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Total_Stops,Additional_Info,Price,Duration
Air India,3/3/2019,Delhi,Cochin,DEL → AMD → BOM → COK,5:00,3/4/2025 19:15,2 stops,No info,10283,38.25
Jet Airways,1/6/2019,Delhi,Cochin,DEL → BOM → COK,2:15,19:00,1 stop,In-flight meal not included,10262,16.75
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,18:15,1 stop,In-flight meal not included,10844,9.833
Jet Airways,1/5/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:35,1 stop,In-flight meal not included,12384,NaN
Jet Airways,NaN,Delhi,Cochin,DEL → BOM → COK,22:50,12:35 10 Apr,1 stop,No info,11822,13.75
Vistara,9/3/2019,Banglore,New Delhi,BLR → AMD → DEL,6:40,3/13/2025 10:25,1 stop,No info,10008,27.75
IndiGo,18/05/2019,Delhi,Cochin,DEL → HYD → COK,16:10,22:30,1 stop,No info,7640,6.333
Jet Airways,1/5/2019,NaN,Banglore,CCU → BOM → BLR,14:05,19:50,1 stop,No info,14781,5.75
SpiceJet,24/03/2019,Banglore,New Delhi,NaN,9:35,12:30,NaN,No info,4377,2.917
IndiGo,15/06/2019,Delhi,Cochin,DEL → HYD → COK,6:50,12:10,1 stop,No info,5298,5.333
IndiGo,24/03/2019,Mumbai,Hyderabad,BOM → HYD,20:05,21:35,non-stop,No info,2227,1.5
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,7:00,19:00,1 stop,No info,10407,12
Jet Airways,27/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,6/28/2025 12:35,2 stops,In-flight meal not included,11507,15.167
IndiGo,9/6/2019,Delhi,Cochin,DEL → BOM → COK,20:25,6/10/2025 1:30,1 stop,No info,5458,5.083
IndiGo,12/6/2019,Banglore,Delhi,BLR → DEL,NaN,6/13/2025 2:20,non-stop,NaN,3943,2.833
Jet Airways,3/3/2019,Delhi,Cochin,DEL → BOM → COK,11:30,18:50,NaN,No info,NaN,7.333
Vistara,9/6/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,6/10/2025 10:45,1 stop,No info,9397,14.417
SpiceJet,21/05/2019,Kolkata,Banglore,CCU → BLR,6:55,9:30,non-stop,No check-in baggage included,3841,2.583
Jet Airways,27/04/2019,Banglore,Delhi,BLR → DEL,7:10,10:10,non-stop,No info,7229,3
IndiGo,18/06/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,non-stop,No info,4823,2.917
NaN,9/6/2019,Kolkata,Banglore,NaN,18:55,6/10/2025 20:45,1 stop,In-flight meal not included,10844,25.833
Air India,9/5/2019,Delhi,Cochin,DEL → BLR → COK,6:10,23:00,1 stop,No info,NaN,16.833
IndiGo,3/3/2019,Kolkata,Banglore,CCU → BLR,15:10,17:45,non-stop,No info,6985,2.583
Jet Airways,27/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,5:25,3/28/2025 19:45,2 stops,No info,11664,38.333
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,7:00,21:00,1 stop,No info,8073,14
Air India,12/6/2019,Delhi,Cochin,DEL → HYD → MAA → COK,17:15,6/13/2025 9:25,2 stops,No info,9417,16.167
Air India,27/06/2019,Delhi,Cochin,DEL → BOM → COK,8:00,19:15,1 stop,No info,NaN,11.25
Multiple carriers,9/3/2019,Delhi,Cochin,DEL → BOM → COK,6:00,19:15,1 stop,No info,14408,13.25
Jet Airways,24/05/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,non-stop,No info,5678,1.5
IndiGo,21/03/2019,Banglore,New Delhi,BLR → DEL,13:00,15:50,non-stop,No info,5694,2.833
Jet Airways,12/5/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,5/13/2025 4:40,1 stop,In-flight meal not included,8586,7.5
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,3/16/2025 8:15,1 stop,In-flight meal not included,11087,9.417
IndiGo,27/04/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,non-stop,No info,4823,3
SpiceJet,3/6/2019,Delhi,Cochin,DEL → MAA → COK,6:05,11:20,1 stop,No info,5583,5.25
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,3/22/2025 18:50,2 stops,NaN,11869,24.417
IndiGo,24/06/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,non-stop,No info,4823,3
Jet Airways,9/5/2019,Delhi,Cochin,DEL → BOM → COK,7:05,12:35,1 stop,In-flight meal not included,12373,5.5
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,10:20,19:15,1 stop,In-flight meal not included,7268,8.917
Jet Airways,6/3/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,3/7/2025 11:25,1 stop,No info,17261,18.5
Jet Airways,NaN,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,6/16/2025 4:25,2 stops,In-flight meal not included,10368,22.917
IndiGo,27/03/2019,Chennai,Kolkata,MAA → CCU,13:20,15:35,non-stop,No info,3384,2.25
SpiceJet,27/03/2019,Kolkata,Banglore,CCU → BLR,9:00,11:30,non-stop,No info,3847,2.5
IndiGo,3/6/2019,Delhi,Cochin,DEL → BOM → COK,10:35,21:00,1 stop,No info,6093,10.417
Air India,27/06/2019,Delhi,NaN,DEL → HYD → BOM → COK,13:15,6/28/2025 7:40,2 stops,No info,13547,18.417
Air Asia,6/6/2019,Banglore,Delhi,BLR → DEL,23:55,6/7/2025 2:45,non-stop,No info,7120,2.833
NaN,3/3/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,20:05,NaN,2 stops,No info,46490,8.333
Jet Airways,27/05/2019,Delhi,Cochin,DEL → IDR → BOM → COK,9:35,5/28/2025 12:35,2 stops,In-flight meal not included,12872,27
IndiGo,NaN,Kolkata,Banglore,CCU → BBI → BLR,19:35,23:15,1 stop,No info,4226,3.667
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,NaN,5/25/2025 9:20,1 stop,In-flight meal not included,10844,14.417
Vistara,9/6/2019,Banglore,Delhi,BLR → DEL,11:30,14:20,non-stop,No info,4668,2.833
Multiple carriers,1/3/2019,Delhi,Cochin,DEL → BOM → COK,0:20,13:20,1 stop,No info,29528,13
SpiceJet,12/3/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,non-stop,No info,6300,2.333
Jet Airways,9/6/2019,Delhi,Cochin,DEL → LKO → BOM → COK,11:45,6/10/2025 4:25,2 stops,No info,13882,16.667
Vistara,24/05/2019,Banglore,Delhi,BLR → DEL,7:00,9:40,non-stop,No info,4668,2.667
IndiGo,1/4/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,non-stop,NaN,4174,2.583
IndiGo,15/05/2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,non-stop,No info,2754,1.5
IndiGo,21/05/2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,non-stop,No info,2754,1.5
NaN,12/5/2019,Banglore,Delhi,BLR → DEL,9:45,12:35,non-stop,No info,4668,2.833
IndiGo,12/6/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,non-stop,No info,4804,2.583
Air India,9/6/2019,Delhi,Cochin,DEL → AMD → BOM → COK,5:00,6/10/2025 7:40,2 stops,No info,10756,26.667
Multiple carriers,1/6/2019,Delhi,Cochin,DEL → BOM → COK,18:00,6/2/2025 1:30,1 stop,No info,7933,7.5
SpiceJet,9/5/2019,Chennai,Kolkata,MAA → CCU,9:45,12:00,non-stop,No check-in baggage included,3543,2.25
Jet Airways,21/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,5/22/2025 4:25,2 stops,In-flight meal not included,13029,18.75
Jet Airways,9/6/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,6/10/2025 4:40,1 stop,No info,13731,20.25
IndiGo,27/06/2019,Kolkata,Banglore,CCU → BLR,21:25,6/28/2025 0:05,non-stop,No info,4804,2.667
IndiGo,9/3/2019,Kolkata,Banglore,CCU → BLR,9:35,12:20,non-stop,No info,4148,2.75
IndiGo,1/4/2019,Delhi,Cochin,DEL → MAA → COK,2:00,7:25,1 stop,No info,5164,5.417
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,7:00,19:00,1 stop,NaN,12192,12
Multiple carriers,6/3/2019,Delhi,Cochin,DEL → BOM → COK,9:00,21:00,1 stop,No info,15078,12
IndiGo,6/4/2019,Kolkata,Banglore,CCU → HYD → BLR,15:15,20:30,1 stop,No info,4268,5.25
Jet Airways,24/06/2019,NaN,Delhi,BLR → DEL,11:10,14:05,non-stop,In-flight meal not included,5769,2.917
Jet Airways,1/3/2019,Banglore,New Delhi,BLR → BOM → DEL,8:55,18:25,1 stop,No info,26890,9.5
SpiceJet,15/03/2019,Kolkata,Banglore,CCU → BLR,17:15,19:45,non-stop,No check-in baggage included,3815,2.5
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,5/25/2025 9:20,1 stop,In-flight meal not included,9663,19.25
IndiGo,3/4/2019,Banglore,Delhi,BLR → DEL,NaN,21:20,non-stop,NaN,4823,2.917
IndiGo,6/3/2019,Delhi,Cochin,DEL → BOM → COK,7:30,NaN,1 stop,No info,NaN,5.833
GoAir,6/5/2019,Kolkata,Banglore,CCU → BOM → BLR,23:30,5/7/2025 7:45,1 stop,No info,NaN,8.25
Jet Airways,1/4/2019,Banglore,Delhi,BLR → DEL,7:10,10:10,NaN,No info,7229,3
Jet Airways,3/6/2019,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,6/4/2025 12:35,2 stops,In-flight meal not included,10368,26.917
IndiGo,1/6/2019,Chennai,Kolkata,NaN,11:35,14:00,non-stop,No info,3858,2.417
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,5/22/2025 10:05,1 stop,In-flight meal not included,8586,12.917
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,5:45,19:50,1 stop,No info,14781,14.083
Air India,15/05/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,5/16/2025 7:40,2 stops,No info,13039,14.417
Vistara,21/06/2019,Banglore,Delhi,BLR → DEL,21:00,23:50,non-stop,No info,5613,2.833
GoAir,9/3/2019,Banglore,New Delhi,BLR → DEL,11:40,14:35,non-stop,No info,7305,2.917
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,6/25/2025 4:25,1 stop,In-flight meal not included,10262,10.167
Air India,1/3/2019,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,non-stop,No info,15385,1.25
Jet Airways,24/03/2019,Kolkata,NaN,CCU → BOM → BLR,16:55,3/25/2025 16:20,1 stop,In-flight meal not included,11134,23.417
Jet Airways,12/4/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,non-stop,No info,7229,3.083
SpiceJet,3/3/2019,Banglore,New Delhi,BLR → DEL,20:30,23:20,non-stop,No info,6860,2.833
Jet Airways,NaN,Delhi,Cochin,DEL → BOM → COK,19:45,3/10/2025 4:25,1 stop,No info,15554,NaN
Jet Airways,1/4/2019,Kolkata,Banglore,CCU → DEL → BLR,9:35,21:05,1 stop,In-flight meal not included,8066,11.5
IndiGo,3/6/2019,Delhi,Cochin,DEL → BLR → COK,15:10,20:00,1 stop,No info,6493,4.833
Air India,15/03/2019,Banglore,New Delhi,BLR → HYD → VGA → DEL,17:00,3/16/2025 22:55,2 stops,No info,8534,29.917
NaN,6/6/2019,Delhi,NaN,DEL → BHO → BOM → COK,5:30,12:35,2 stops,NaN,13344,7.083
Vistara,6/3/2019,Mumbai,Hyderabad,BOM → DEL → HYD,14:40,3/7/2025 9:25,1 stop,No info,NaN,18.75
Air India,3/6/2019,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,6/4/2025 19:15,2 stops,No info,12436,30.333
IndiGo,9/6/2019,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,1 stop,No info,6938,8.167
Air India,3/4/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,non-stop,No info,4460,2.583
SpiceJet,24/03/2019,Kolkata,Banglore,CCU → BLR,17:15,19:45,non-stop,No info,6461,2.5
GoAir,12/6/2019,Delhi,Cochin,DEL → BOM → COK,14:25,19:35,1 stop,No info,7870,5.167
Vistara,6/3/2019,Mumbai,Hyderabad,BOM → DEL → HYD,11:55,22:55,1 stop,No info,12395,11
Air India,27/06/2019,Delhi,Cochin,DEL → BOM → COK,9:00,19:15,1 stop,No info,8372,10.25
Jet Airways,12/6/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,6/13/2025 18:15,1 stop,In-flight meal not included,8529,28.167
Air Asia,9/6/2019,Kolkata,Banglore,CCU → BBI → BLR,6:50,10:30,1 stop,No info,NaN,NaN
Vistara,1/5/2019,Banglore,Delhi,BLR → DEL,11:30,14:20,non-stop,No info,4668,2.833
Air India,3/5/2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,non-stop,No info,3100,1.333
SpiceJet,27/04/2019,Banglore,Delhi,BLR → DEL,9:30,12:20,non-stop,No info,4991,2.833
IndiGo,6/5/2019,Kolkata,Banglore,CCU → BLR,15:15,17:45,non-stop,No info,4804,2.5
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,20:40,1 stop,In-flight meal not included,11134,12.25
Multiple carriers,21/03/2019,NaN,Cochin,DEL → BOM → COK,17:00,3/22/2025 1:35,1 stop,No info,7363,8.583
IndiGo,1/4/2019,Mumbai,Hyderabad,BOM → HYD,20:05,21:40,non-stop,No info,2227,1.583
Jet Airways,21/05/2019,Delhi,Cochin,DEL → IDR → BOM → COK,9:35,5/22/2025 12:35,2 stops,No info,13559,27
Multiple carriers,9/6/2019,Delhi,Cochin,DEL → HYD → COK,9:45,22:30,1 stop,No info,9646,12.75
IndiGo,27/05/2019,Delhi,Cochin,DEL → BOM → COK,7:30,21:00,1 stop,NaN,6526,13.5
Jet Airways,24/06/2019,Mumbai,Hyderabad,BOM → HYD,8:45,10:15,non-stop,No info,8040,1.5
Jet Airways,1/5/2019,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,5/2/2025 12:35,2 stops,No info,15129,26.917
IndiGo,21/04/2019,Delhi,Cochin,DEL → MAA → COK,2:00,7:25,1 stop,No info,5636,5.417
Jet Airways,15/06/2019,Mumbai,Hyderabad,BOM → HYD,2:55,4:20,non-stop,No info,5678,1.417
Air India,1/3/2019,Banglore,New Delhi,NaN,13:50,3/2/2025 18:40,1 stop,No info,17198,28.833
NaN,9/3/2019,Delhi,Cochin,DEL → BOM → COK,8:00,19:45,1 stop,No info,NaN,11.75
IndiGo,9/3/2019,Delhi,Cochin,DEL → LKO → COK,5:35,10:10,1 stop,No info,9476,4.583
Air India,9/6/2019,Kolkata,Banglore,CCU → BOM → AMD → BLR,9:25,6/10/2025 5:25,2 stops,No info,13007,20
IndiGo,27/05/2019,Delhi,Cochin,DEL → HYD → COK,7:35,22:30,1 stop,No info,7514,14.917
IndiGo,6/3/2019,Kolkata,Banglore,CCU → BLR,15:10,17:45,non-stop,No info,5618,2.583
SpiceJet,6/5/2019,Chennai,Kolkata,MAA → CCU,8:20,10:35,non-stop,No info,3911,2.25
IndiGo,18/05/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,non-stop,No info,4823,2.833
Air India,9/6/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,9:25,6/10/2025 13:45,2 stops,No info,11752,28.333
Jet Airways,9/6/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,6/10/2025 12:00,1 stop,No info,14571,16
Air India,9/6/2019,Delhi,Cochin,DEL → BOM → COK,20:00,6/10/2025 19:15,1 stop,No info,8372,23.25
SpiceJet,24/04/2019,Banglore,Delhi,BLR → DEL,5:55,8:35,non-stop,No info,3971,2.667
NaN,12/6/2019,Delhi,NaN,DEL → BOM → COK,22:50,6/13/2025 4:25,1 stop,In-flight meal not included,10262,5.583
IndiGo,6/5/2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,non-stop,No info,3597,2.333
Air India,NaN,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,6/10/2025 19:15,2 stops,No info,12436,30.333
Jet Airways,6/6/2019,Delhi,Cochin,DEL → BOM → COK,NaN,19:00,1 stop,NaN,14714,6
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,19:45,5/22/2025 12:35,1 stop,In-flight meal not included,12898,16.833
SpiceJet,24/03/2019,Kolkata,Banglore,CCU → IXB → BLR,11:15,18:15,1 stop,No info,12287,7
IndiGo,21/05/2019,Delhi,Cochin,DEL → LKO → COK,21:50,5/22/2025 3:35,1 stop,No info,NaN,5.75
Air India,21/05/2019,Banglore,Delhi,BLR → DEL,17:00,19:50,non-stop,No info,6961,2.833
Air India,24/03/2019,Kolkata,Banglore,CCU → IXB → DEL → BLR,13:55,3/25/2025 23:15,2 stops,No info,15292,33.333
Jet Airways,1/6/2019,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,19:00,2 stops,In-flight meal not included,10368,13.5
Jet Airways,6/6/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,6/7/2025 19:00,2 stops,No info,13292,21.583
Air India,9/3/2019,Delhi,Cochin,DEL → BLR → COK,6:10,23:00,1 stop,No info,9064,16.833
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,NaN,1 stop,No info,14388,12.167
SpiceJet,12/6/2019,Banglore,Delhi,BLR → DEL,5:55,8:35,non-stop,No info,4423,2.667
Air India,1/5/2019,Delhi,Cochin,DEL → HYD → MAA → COK,17:15,5/2/2025 9:25,2 stops,No info,8839,16.167
Vistara,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:25,NaN,No info,9870,6.417
Jet Airways,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,6/28/2025 19:00,2 stops,No info,12819,19.917
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,19:00,5/16/2025 1:30,1 stop,No info,7670,6.5
Jet Airways,9/5/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,5/10/2025 10:55,1 stop,In-flight meal not included,8066,14.5
Air India,6/3/2019,Mumbai,Hyderabad,NaN,5:05,16:55,2 stops,No info,16697,11.833
IndiGo,12/6/2019,Delhi,Cochin,DEL → BOM → COK,15:00,6/13/2025 1:30,1 stop,No info,5684,10.5
Multiple carriers,1/6/2019,Delhi,Cochin,DEL → BOM → COK,11:25,19:00,1 stop,No info,11200,7.583
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,3/25/2025 20:40,1 stop,No info,13759,23.5
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,13:00,15:50,non-stop,NaN,5694,2.833
Vistara,1/3/2019,Banglore,New Delhi,BLR → AMD → DEL,6:40,3/2/2025 10:25,1 stop,No info,12371,27.75
IndiGo,9/4/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 10 Apr,1 stop,No info,6573,9.5
GoAir,6/3/2019,Delhi,Cochin,DEL → AMD → COK,6:00,13:20,1 stop,No info,6393,7.333
IndiGo,6/6/2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,non-stop,No info,5224,2.583
Jet Airways,9/5/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,non-stop,In-flight meal not included,5198,3
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,5/22/2025 4:40,1 stop,No info,13941,7.5
SpiceJet,15/03/2019,Chennai,Kolkata,MAA → CCU,9:30,12:05,non-stop,No info,6300,2.583
Jet Airways,24/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,9:35,6/25/2025 12:35,2 stops,No info,12609,27
Multiple carriers,3/6/2019,Delhi,Cochin,DEL → BOM → COK,9:00,21:00,1 stop,No info,13587,12
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,1 stop,No info,13587,8
Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,6/28/2025 12:35,1 stop,In-flight meal not included,NaN,26.583
Air India,6/3/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,1 stop,No info,16439,9.25
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,22:35,1 stop,No info,14781,8.5
NaN,3/6/2019,Delhi,Cochin,DEL → BOM → COK,19:45,6/4/2025 12:35,1 stop,In-flight meal not included,10262,16.833
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,5/25/2025 18:15,1 stop,In-flight meal not included,10844,28.167
IndiGo,15/06/2019,Banglore,Delhi,BLR → DEL,18:25,21:20,non-stop,No info,4823,2.917
Air India,9/4/2019,Banglore,Delhi,BLR → DEL,17:00,19:50,non-stop,No info,5911,2.833
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,6/25/2025 1:30,1 stop,No info,13377,12.5
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → HYD → COK,7:10,22:20,1 stop,No info,6145,15.167
SpiceJet,27/06/2019,Mumbai,Hyderabad,BOM → HYD,22:45,6/28/2025 0:15,non-stop,NaN,1965,1.5
IndiGo,NaN,Delhi,NaN,DEL → HYD → COK,7:35,16:10,1 stop,No info,6442,8.583
Jet Airways,NaN,Kolkata,Banglore,CCU → BOM → BLR,16:30,5/7/2025 16:20,1 stop,No info,13941,23.833
Air India,3/3/2019,Delhi,Cochin,DEL → BLR → COK,NaN,23:00,1 stop,No info,13002,NaN
Air India,24/06/2019,Delhi,Cochin,DEL → BLR → COK,13:30,23:00,1 stop,No info,8907,9.5
Jet Airways,27/05/2019,Delhi,Cochin,DEL → IDR → BOM → COK,9:35,5/28/2025 12:35,2 stops,No info,14657,27
SpiceJet,6/5/2019,Kolkata,Banglore,CCU → BLR,22:20,5/7/2025 0:40,non-stop,No info,3873,2.333
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,1 stop,No info,14781,9.5
Air India,18/06/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,non-stop,No info,NaN,2.833
Air Asia,9/3/2019,Banglore,New Delhi,BLR → DEL,5:50,8:40,non-stop,No info,7652,2.833
Jet Airways,24/03/2019,Banglore,New Delhi,BLR → DEL,8:20,11:15,non-stop,No info,7229,2.917
IndiGo,1/5/2019,Kolkata,Banglore,CCU → MAA → BLR,6:20,10:20,1 stop,No info,4226,4
Jet Airways,9/5/2019,Delhi,Cochin,DEL → BOM → COK,20:55,5/10/2025 19:00,1 stop,In-flight meal not included,12373,22.083
IndiGo,15/03/2019,Banglore,New Delhi,BLR → DEL,8:30,11:30,non-stop,No info,6860,3
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,5/25/2025 12:00,1 stop,In-flight meal not included,10844,19.5
Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,15:00,5/19/2025 12:35,1 stop,In-flight meal not included,12373,21.583
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,1:30,4:15,non-stop,No info,4238,2.75
Jet Airways,3/3/2019,Banglore,New Delhi,BLR → BOM → DEL,8:00,3/7/2025 5:05,1 stop,In-flight meal not included,13502,21.083
Jet Airways,6/5/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,5/7/2025 23:35,1 stop,No info,10953,27.167
Air Asia,21/03/2019,Kolkata,Banglore,CCU → BLR,22:50,3/22/2025 1:20,non-stop,No info,3782,2.5
Jet Airways,12/5/2019,Kolkata,NaN,CCU → BOM → BLR,NaN,19:50,1 stop,NaN,14781,5.75
NaN,6/6/2019,NaN,Banglore,CCU → BLR,20:25,23:10,non-stop,No info,NaN,2.75
SpiceJet,3/3/2019,Banglore,New Delhi,BLR → DEL,20:30,NaN,non-stop,No info,6860,2.833
Air India,24/05/2019,Kolkata,Banglore,CCU → BBI → HYD → BLR,9:10,5/25/2025 4:40,2 stops,No info,6117,19.5
Jet Airways,15/06/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,NaN,No info,NaN,2.917
Vistara,21/06/2019,Delhi,Cochin,DEL → COK,6:00,9:10,non-stop,No info,6216,3.167
Jet Airways,12/6/2019,Banglore,Delhi,BLR → DEL,6:00,8:45,non-stop,No info,8016,2.75
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,3/16/2025 10:25,1 stop,In-flight meal not included,11087,11.583
Jet Airways,18/05/2019,Mumbai,Hyderabad,BOM → HYD,7:05,8:30,non-stop,No info,5678,1.417
Jet Airways,9/5/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,non-stop,No info,7229,2.917
IndiGo,3/3/2019,Banglore,New Delhi,BLR → DEL,7:10,10:05,non-stop,No info,6860,2.917
NaN,27/05/2019,Delhi,Cochin,DEL → BOM → COK,8:00,19:00,1 stop,No info,10407,11
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,7:05,21:00,1 stop,No info,13797,13.917
Air India,24/06/2019,Banglore,Delhi,BLR → DEL,6:10,8:55,non-stop,No info,6961,2.75
Jet Airways,9/5/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:35,1 stop,No info,10624,6.583
Jet Airways,15/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,12:15,6/16/2025 4:25,2 stops,No info,14300,16.167
SpiceJet,24/03/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,non-stop,No info,5418,2.333
Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,5/19/2025 4:25,2 stops,No info,15129,22.917
SpiceJet,18/06/2019,Chennai,Kolkata,MAA → CCU,8:20,10:35,non-stop,No check-in baggage included,3543,2.25
SpiceJet,21/06/2019,NaN,Hyderabad,BOM → HYD,13:15,14:45,non-stop,No check-in baggage included,1965,1.5
Air Asia,6/5/2019,Banglore,Delhi,BLR → DEL,4:55,7:45,non-stop,NaN,4282,2.833
Air India,6/5/2019,Kolkata,Banglore,CCU → DEL → VGA → BLR,7:00,5/7/2025 10:00,NaN,No info,14508,27
Air Asia,12/5/2019,Kolkata,Banglore,CCU → BBI → BLR,6:50,10:30,1 stop,No info,5162,3.667
Jet Airways,12/6/2019,Delhi,Cochin,DEL → BOM → COK,19:15,6/13/2025 19:00,1 stop,In-flight meal not included,10262,23.75
Multiple carriers,9/3/2019,Delhi,Cochin,NaN,7:00,19:45,1 stop,No info,15237,NaN
Multiple carriers,NaN,Delhi,NaN,DEL → BOM → COK,11:40,19:00,1 stop,No info,NaN,7.333
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,5/19/2025 19:50,1 stop,In-flight meal not included,10844,24.917
Air India,21/03/2019,Banglore,New Delhi,NaN,11:50,3/19/2025 13:00,1 stop,No info,5092,25.167
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,9:15,19:15,1 stop,No info,8309,10
GoAir,9/4/2019,Delhi,Cochin,DEL → AMD → COK,7:25,13:20,1 stop,No info,4106,5.917
Jet Airways,9/6/2019,Kolkata,Banglore,CCU → DEL → BLR,9:35,6/10/2025 10:55,1 stop,No info,14151,25.333
Jet Airways,6/4/2019,Delhi,Cochin,DEL → BOM → COK,2:15,12:35,1 stop,In-flight meal not included,5177,10.333
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,20:45,1 stop,In-flight meal not included,10844,6.667
IndiGo,18/05/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,non-stop,No info,4823,3
Jet Airways,9/6/2019,Delhi,Cochin,DEL → BOM → COK,17:30,6/10/2025 19:00,1 stop,In-flight meal not included,10262,25.5
